trial_id,origin,destination,safest_distance,safest_risk,safest_nodes,shortest_distance,shortest_risk,shortest_nodes,balanced_distance,balanced_risk,balanced_nodes,distance_increase_safest,risk_reduction_safest,distance_increase_balanced,risk_reduction_balanced,safest_efficiency,shortest_efficiency,balanced_efficiency
117,140,120,201.47192518726425,11.901249114183033,2,201.47192518726425,11.901249114183033,2,201.47192518726425,11.901249114183033,2,0.0,0.0,0.0,0.0,16.92863692325916,16.92863692325916,16.92863692325916
118,280,345,2310.1627113574273,205.40547578053585,9,1427.8172849977689,258.3164629006825,9,1466.5912636362332,218.3321791675558,9,61.79680240816228,20.48301007454173,2.715612077670351,15.478798092903526,11.246840925631922,5.527395617625563,6.717247403602927
119,248,260,2118.154317922157,244.27635089379731,10,2045.8929114576868,320.96894534759235,10,2118.154317922157,244.27635089379731,10,3.5320229157539114,23.89408556978652,3.5320229157539114,23.89408556978652,8.671139511344082,6.374114820491725,8.671139511344082
120,211,269,1223.431080544356,140.60459039668046,6,881.5186200833517,210.2596774634754,6,1223.431080544356,140.60459039668046,6,38.78675420703818,33.12812418771776,38.78675420703818,33.12812418771776,8.701217201321473,4.1925234106595735,8.701217201321473
121,94,172,1925.8696334459348,148.17869312440234,7,1718.4277479258355,197.1875810731296,7,1763.7696336175588,168.71813783659667,7,12.071609398212075,24.85394246534809,2.6385680600450927,14.43774657693816,12.996940334931184,8.71468547143714,10.453942037493134
122,79,396,5756.229036318986,439.2132278903782,22,4263.917776521574,562.7196933959299,20,4263.917776521574,562.7196933959299,20,34.99859373495735,21.948132783519352,0.0,0.0,13.105773393864322,7.577338818176884,7.577338818176884
123,27,101,2772.4532567310557,200.8224888976981,11,2282.9267788769553,213.7711740269671,11,2282.9267788769553,213.7711740269671,11,21.442933798118315,6.057264356716087,0.0,0.0,13.80549196431573,10.679301310236363,10.679301310236363
124,369,337,3264.322405276769,215.66278756678798,11,2134.1523410191503,438.01126585762796,11,2154.5731602220685,380.63915587914227,11,52.95639128169799,50.76318707362029,0.9568585527107397,13.098318342600358,15.136233942380303,4.872368606411232,5.660408623084938
125,194,198,1636.1398896259666,129.19078031299756,5,1185.340731347161,175.11357963349303,7,1185.340731347161,175.11357963349303,7,38.03118768781904,26.224579165482414,0.0,0.0,12.664525174799634,6.768982358924077,6.768982358924077
126,293,200,4702.444716575759,425.3214300927257,18,2967.4607332945216,653.0502235062852,18,2979.0701850316063,609.7818554443081,18,58.466956742340145,34.87155891178831,0.39122511738161353,6.625580469089394,11.056213921669935,4.544000792713857,4.8854687269449055
127,194,185,3608.0611549032656,266.7975023713406,12,2288.4704747915403,361.9683750338229,12,2288.4704747915403,361.9683750338229,12,57.66256085221849,26.292593283484884,0.0,0.0,13.523594197225302,6.322293969957188,6.322293969957188
128,203,347,2723.333874804329,248.23071260580863,12,1977.0527927688013,406.6382603586395,12,2381.9964638276338,261.1516530949387,12,37.747149937781074,38.955396772827385,20.48218805992132,35.7778943711266,10.970978756883294,4.861944842635112,9.121123437658984
129,69,62,3529.8420705879785,229.75668326652016,12,2469.296026778345,362.501623525668,12,2581.704492768893,261.2822912256335,8,42.94932775611001,36.61912985880694,4.5522474734309455,27.922449371559114,15.363392352305699,6.811820600311048,9.880901153532179
130,297,145,5052.0704166752,419.57681956300524,20,3141.7431430451443,604.5654675919025,20,3289.018175542282,557.6840762834032,20,60.80469302078162,30.598613044463434,4.687685332365865,7.754559898241727,12.040871137583334,5.196696323988362,5.89763687975712
131,33,176,3897.740545691795,214.41059530860537,11,1981.1871563153095,446.20130214603734,11,2132.713210465634,295.12495719407787,11,96.73762437169073,51.94756396330935,7.648245329438668,33.85833798004329,18.17886163732581,4.440119620419409,7.226475289458949
132,47,137,4833.421713512802,314.20271301445393,17,2479.860448703167,539.1427499032413,15,2740.342327175151,397.0704830597193,15,94.90700438568712,41.721795745033546,10.503892612513805,26.351512075237842,15.383131695907588,4.599636087378012,6.901400240226378
133,143,248,2615.6368761475715,230.9255499869424,11,1614.470004861217,365.1687529175412,11,1750.668497540264,305.8816497129355,11,62.012107271848436,36.76196329999579,8.436111681787178,16.235535688891037,11.326753909627893,4.421161427319003,5.723352476957135
134,53,140,5251.751732269002,363.8369631807746,19,3472.542356708273,661.292840838799,19,3933.6306826578384,442.13143062119826,21,51.23650607525764,44.98096142712274,13.278119561560795,33.14135533958168,14.434354570125514,5.251141615722954,8.896971375979888
135,199,303,5063.3966822018165,420.3178412374657,23,3970.316386383156,726.3604958374527,25,4339.4531601584185,528.8212338581413,23,27.531314621866326,42.1337140929088,9.297414559738288,27.195760660353606,12.046589950344659,5.46604118634729,8.205898103786234
136,273,64,6080.115593295285,442.4339120542459,22,3369.9471231935313,712.3014902881156,24,3548.9660050625293,641.4523831025318,24,80.42169123215982,37.8867069511131,5.312216344194468,9.946505538957434,13.742426671285122,4.731068471905677,5.532703749414945
137,345,139,6314.896633831427,480.34228938516384,26,5000.653068091057,712.0405980739853,26,5254.101365729666,562.9709781581269,26,26.281438601019907,32.540041862156095,5.068303963253342,20.93555062998939,13.146659732821918,7.0229886913996715,9.332810339388221
138,252,303,3063.0317173884223,263.8394994601442,13,2681.9266441918867,322.935643514292,15,2806.411249755244,280.293657285525,13,14.210122936131592,18.299665967820733,4.641611128065248,13.204484263403959,11.609450911087428,8.304833170492666,10.012396559143166
139,106,145,1226.5219054594836,54.606874548812506,4,536.2754212511315,106.62166874509911,4,536.2754212511315,106.62166874509911,4,128.7111914616571,48.784449548091956,0.0,0.0,22.460943161343334,5.029703882549499,5.029703882549499
140,192,281,5846.0679943854975,393.92643164727025,19,2657.0771743658597,632.3072516072889,17,2945.695020434777,525.0357262256579,17,120.01875033158286,37.70015595330723,10.862230455831561,16.965094913738998,14.840507071178676,4.202193107246076,5.610465866028955
141,218,211,1536.5040388090113,220.83133166744298,8,1536.5040388090113,220.83133166744298,8,1536.5040388090113,220.83133166744298,8,0.0,0.0,0.0,0.0,6.95781720468399,6.95781720468399,6.95781720468399
142,367,160,4689.028416113821,404.3816128057783,18,3244.5048799892515,716.277740302864,18,3858.7296090765294,421.37867978349345,18,44.52215637072349,43.54402069861986,18.93123147619715,41.17104915122425,11.595552981697832,4.529674311276763,9.157391662670651
143,59,272,5141.370369607505,350.3561269780958,21,3399.074887501427,638.1196983410438,19,3920.790252508898,404.364697728879,19,51.25793163641639,45.095547451530386,15.348745828632529,36.63184214809087,14.674698039258045,5.326704216055696,9.696173465512894
144,327,249,2191.3339275905128,115.39582424120628,7,1090.643578514279,140.20066413847343,7,1090.643578514279,140.20066413847343,7,100.92117817038275,17.69238401949929,0.0,0.0,18.989715979757413,7.779161284407839,7.779161284407839
145,175,218,1490.6991257468535,135.8347839554845,6,1275.8143845374727,186.69987486791223,6,1295.2650712865473,150.71064196793856,6,16.842947047291993,27.24430905399059,1.52457026545645,19.276516883278898,10.97435489156726,6.833504229395413,8.594383610694829
146,247,62,3575.122329912886,342.5990358262577,15,2557.831591466447,444.0228441293839,15,2589.5754408383077,420.05512825229914,15,39.77160739746783,22.84202482914872,1.2410453243976562,5.3978564828301465,10.435295946734474,5.7605855763608425,6.164846627661982
147,387,374,2794.2335678968243,175.74524461726554,9,1891.2842969131711,397.6352975837823,11,2328.9595737740665,188.4499561089179,9,47.74265151238167,55.8024034372261,23.141696759986846,52.60733711166292,15.8993409692652,4.756328998973425,12.358504198472746
148,90,19,4560.706129810446,330.58486192799063,16,2741.1517266187548,490.0421385617865,14,3102.610686948147,352.21891304524263,14,66.37919329756092,32.53950305208107,13.186390115488292,28.124770233237108,13.795871060798538,5.593706154870066,8.80875663411526
149,244,194,4834.764645972325,334.8695271561203,16,2562.8708095481957,473.976506469299,14,2587.5299121000503,428.2617713161902,14,88.6464439783696,29.34891865198157,0.9621672095208632,9.644936938677125,14.437756361504634,5.407168445202676,6.041935296133751
