trial_id,origin,destination,safest_distance,safest_risk,safest_nodes,shortest_distance,shortest_risk,shortest_nodes,balanced_distance,balanced_risk,balanced_nodes,distance_increase_safest,risk_reduction_safest,distance_increase_balanced,risk_reduction_balanced,safest_efficiency,shortest_efficiency,balanced_efficiency
84,95,20,6375.255790476961,440.2777377705755,21,3974.982397144493,679.0891363817722,21,4086.904210182398,604.5853123125793,21,60.384503716463044,35.166428943864155,2.8156555641178733,10.971140617291237,14.480077559131653,5.853403013223623,6.759847000830563
85,323,146,3656.4685003107493,269.67522622202205,13,2254.0108235756043,406.78936153511603,15,2448.5260626358745,349.26505837868996,15,62.220538697786054,33.70642113049892,8.629738465572448,14.141053969392042,13.55878532683755,5.540977804998539,7.010509651329235
86,307,343,1396.5750825593113,142.42432827638547,7,1071.2494737434304,178.82251703849295,7,1071.2494737434304,178.82251703849295,7,30.368799872456048,20.35436552672642,0.0,0.0,9.805734030559364,5.990573734698273,5.990573734698273
87,235,1,7281.807417302749,509.1614521504335,26,4452.505285541281,1061.4934087722772,26,4762.178483022434,747.9257305812581,26,63.54404880661507,52.033479629484525,6.955032675351591,29.540237894994693,14.301568562482837,4.1945670587734005,6.367180975738672
88,71,79,2662.4174144692265,181.85346181387823,11,2351.9247346806605,225.12341934712916,11,2383.971918257123,200.75630891153565,11,13.201641838709776,19.22054918086101,1.3625939258984718,10.82388962741394,14.64045494604955,10.44726817628027,11.874953923902003
89,115,248,3938.1147298663964,275.16355063193544,15,2748.7328246334655,446.0432388019097,15,3200.5205678774246,300.2592255806779,15,43.270189615155886,38.31011733951266,16.436218871297665,32.68382984860697,14.311905486108884,6.16248064204868,10.659191442620516
90,96,16,1035.3588512387407,50.816872587079594,5,1035.3588512387407,50.816872587079594,5,1035.3588512387407,50.816872587079594,5,0.0,0.0,0.0,0.0,20.37431267468406,20.37431267468406,20.37431267468406
91,52,183,5758.302072060212,327.69739341182066,17,3087.081380026023,628.6666262532857,17,3727.2731348049306,410.9556527015984,17,86.52900144834119,47.87421826973308,20.737767359197733,34.63059186857057,17.572010604380043,4.910522129072361,9.069769719194895
92,346,331,1553.7049888091776,132.33922179210697,7,1385.5138500683724,323.32148674704456,9,1435.5842844858016,149.2931967610847,7,12.139260732218972,59.06884410201771,3.613853041956837,53.825154565775435,11.740321333080745,4.285251388666136,9.615872093509932
93,193,152,1171.4982574233545,88.5827016385578,4,815.1238472900036,114.2262278499838,4,815.1238472900036,114.2262278499838,4,43.72027776124682,22.449770682355283,0.0,0.0,13.224910007863558,7.1360480218302085,7.1360480218302085
94,349,37,7940.777858815786,485.95987967097074,27,4399.626363776924,951.8236904638065,27,5207.397366818029,578.1033626967796,25,80.48755058370247,48.94433869006021,18.359990968589013,39.263608534992414,16.3403980266689,4.622312312517737,9.007727169283662
95,90,22,3805.8742350019147,211.0352665730147,14,2419.345111221278,416.8235304041447,12,2660.674248606676,285.8209318303061,12,57.31010087604746,49.37059662433197,9.974977784941807,31.428791567218102,18.034304392840166,5.804243126283019,9.308885222536246
96,157,246,4870.4579996366,375.059919908574,17,3085.721970212141,606.0366645954483,17,3671.677263578021,417.9820953393202,17,57.83852358227076,38.11266845398863,18.9892446248356,31.030229727381496,12.985813042416906,5.091642388125104,8.78429316594849
97,302,275,3386.790207111302,327.7224660597118,16,2981.9402520658523,459.9644489708098,18,3130.169739478124,344.17662388509257,16,13.576729270983034,28.750479130940477,4.970907358374473,25.17321183078333,10.334324185435067,6.482979844938172,9.094661061360076
98,383,81,5471.34833897011,419.44193952054326,18,3541.932365272543,701.0115046502567,20,3680.597034567122,532.9395323419442,20,54.47354084495915,40.166183188418856,3.9149440190936367,23.97563680387324,13.044352086546978,5.052602335021102,6.906218831981075
99,98,206,6358.297647711545,359.78555979156954,21,3908.8860364090033,654.0860295995348,19,4168.661224207181,516.0371385448527,19,62.66265090585132,44.99415313734054,6.645760080455718,21.105616816063584,17.672464818752108,5.9761038449364605,8.078219400956643
100,48,350,5896.528264255248,450.26154061854714,20,3669.5340036277885,704.7375922845371,20,4210.590525253735,498.1830461627911,18,60.688748446691065,36.10933409143946,14.744556695510797,29.30942642809238,13.095784854631129,5.206950847807502,8.451894454629517
101,153,7,3758.00178576692,273.57112167033023,14,2033.2384218248867,422.8125006491118,14,2145.1602348627916,348.3086765799191,14,84.82838733659239,35.29729578705991,5.504608403841399,17.621007882882527,13.73683655943605,4.808841788507697,6.158790690850294
102,101,318,6865.107607685639,565.3449179123272,28,4461.9985368841035,909.1663102411458,28,4688.66353380601,781.5172726913876,28,53.857235741714774,37.81721654838089,5.079898503960301,14.040229616064497,12.143219811786242,4.907791332149792,5.999436861656557
103,204,272,3298.1727698835934,282.29002274862233,14,1920.2443861730244,513.6273168147433,14,1920.2443861730244,513.6273168147433,14,71.75796964347487,45.039912499350265,0.0,0.0,11.683632094998263,3.738594742354064,3.738594742354064
104,290,1,6444.723720365867,486.6174816157914,24,3732.835948392344,886.6380226603616,24,4168.396572592838,674.0760065164242,24,72.64952999452005,45.116556116588214,11.668356987080593,23.973934199905397,13.243921486269775,4.210101363792128,6.1838672973019895
105,186,294,4476.363099764414,271.2733268493163,14,2197.20951256438,422.4405771336504,14,2344.4845450615176,375.55918582515113,14,103.7294611263546,35.78426374427291,6.702821540457092,11.097748144034721,16.501302032731335,5.201227418712748,6.2426499831455
106,231,117,3693.299311154161,313.1514230615252,13,2763.544461953072,458.3863403250964,13,2839.2327179894082,422.7876196130027,13,33.643563981018985,31.68395401149341,2.7388108669272175,7.766095448404162,11.793972625276988,6.02885430659455,6.715505814924976
107,72,137,2251.6730725719335,168.6230277735048,9,1470.2164992765995,301.34369683913997,9,1618.7765647106778,233.77525406481072,9,53.15248289485523,44.04295509007534,10.104638705059786,22.422384633582663,13.353295230805552,4.8788692602434445,6.924499221213106
108,342,112,6669.789731426474,419.55244747060544,23,3910.3757337323277,703.7001153691319,23,4292.050520016055,494.85081185650466,23,70.56646689704097,40.37908502394865,9.760565538274529,29.678736574183105,15.897392022468825,5.556878062583671,8.673423216006869
109,111,382,7245.188922242401,463.46527550109107,24,3937.791187578565,856.9456595317956,24,4248.152984658385,641.9694790476204,24,83.99119143485177,45.91660855668353,7.8816215054478,25.086325847269066,15.632646727220331,4.595146896163793,6.617375316597042
110,280,43,3848.0368135833073,322.9624183768263,16,3215.7396393978765,402.87709242883733,16,3337.682676407986,334.1918826340786,16,19.662573625015977,19.835993545879468,3.7920680989255215,17.048675907749967,11.914812977073675,7.981937170989419,9.98732419860288
111,189,27,3138.0171474587787,248.68495718278984,11,2525.412220099396,415.71243380386846,13,2771.770337952267,253.9318669407735,11,24.25762109186561,40.17860978867944,9.755164558567568,38.91646092534784,12.618443765186228,6.074901818526977,10.915409599216424
112,316,70,5599.8925147282625,397.29963242096034,19,4054.841887524708,854.5414626112463,19,4230.744565795429,477.75176944170124,19,38.103843998384264,53.50727263637732,4.338089699919248,44.09261687761507,14.094884711080919,4.7450499068052405,8.855528825648221
113,343,108,5616.47236173358,408.11063476729083,20,3275.2180424400817,587.2452196024229,20,3490.518071443523,467.0744526713941,20,71.48392225969886,30.50422189156514,6.573609030409458,20.463472995554888,13.76213184186233,5.577257903704131,7.473151339106197
114,39,11,3188.8990542259216,188.83873167102448,12,2560.4260201351703,360.0225701567844,10,2752.4062905189185,195.87012703594712,10,24.545643152680228,47.548085224549105,7.497981541900323,45.59504229119618,16.886890872478933,7.1118486238797285,14.052200466555997
115,203,164,736.8579639199805,49.42649074723249,4,464.70490922266714,68.24475769327866,4,464.70490922266714,68.24475769327866,4,58.564704029607974,27.5746703221126,0.0,0.0,14.908158616566137,6.809386170161981,6.809386170161981
116,260,175,6559.576435085589,465.80166097409926,23,4051.753490700493,708.3468109356464,21,4596.8408473439595,508.41870652297297,23,61.89475618743844,34.24101671908035,13.453122404769704,28.224607117040723,14.082338009203303,5.7200137392424795,9.04144711507827
